ProgramYear,CECounty,ESC,TDARegion,SiteID,SiteName,SiteCounty,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,BreakfastDays,BreakfastTotal,BreakfastADP,BreakfastServedFree,BreakfastServedReduced,BreakfastServedPaid,LunchDays,LunchTotal,LunchADP,LunchServedFree,LunchServedReduced,LunchServedPaid,SnackDays,SnackTotal,SnackADP,SnackServedFree,SnackServedReduced,SnackServedPaid,TotalMealsSnacks,BreakfastReimbursement,LunchReimbursement,SnackReimbursement,TotalReimbursement
2017-2018,HIDALGO,1,5,10,IDEA Weslaco College Preparatory,HIDALGO,01/01/2018,776,776,0,0,18,11247,624.83,11247,0,0,18,10815,600.83,10815,0,0,0,0,0.0,0,0,0,22062,23506.23,35797.65,0.0,59303.88
2017-2018,HIDALGO,1,5,10,IDEA Weslaco College Preparatory,HIDALGO,02/01/2018,773,773,0,0,19,11692,615.37,11692,0,0,19,11505,605.53,11505,0,0,0,0,0.0,0,0,0,23197,24436.28,38081.55,0.0,62517.83
2017-2018,HIDALGO,1,5,10,IDEA Weslaco College Preparatory,HIDALGO,03/01/2018,770,770,0,0,17,9942,584.82,9942,0,0,16,9909,619.31,9909,0,0,0,0,0.0,0,0,0,19851,20778.78,32798.79,0.0,53577.57
2017-2018,HIDALGO,1,5,10,IDEA Weslaco College Preparatory,HIDALGO,04/01/2018,768,768,0,0,24,13235,551.46,13235,0,0,24,13583,565.96,13583,0,0,0,0,0.0,0,0,0,26818,27661.15,44959.73,0.0,72620.88
2017-2018,HIDALGO,1,5,10,IDEA Weslaco College Preparatory,HIDALGO,05/01/2018,768,768,0,0,25,15110,604.4,15110,0,0,25,15246,609.84,15246,0,0,0,0,0.0,0,0,0,30356,31579.9,50464.26,0.0,82044.16
2017-2018,HIDALGO,1,5,10,IDEA Weslaco College Preparatory,HIDALGO,06/01/2018,768,768,0,0,1,603,603.0,603,0,0,1,615,615.0,615,0,0,0,0,0.0,0,0,0,1218,1260.27,2035.65,0.0,3295.92
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,08/01/2017,693,536,0,157,14,8632,616.57,6681,0,1951,14,8561,611.5,6626,0,1935,0,0,0.0,0,0,0,17193,14548.59,22686.71,0.0,37235.3
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,09/01/2017,694,537,0,157,25,12204,488.16,9446,0,2758,25,12560,502.4,9721,0,2839,9,182,20.22,182,0,0,24946,20569.54,33283.72,160.16,54013.42
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,10/01/2017,694,537,0,157,23,12380,538.26,9582,0,2798,23,12526,544.61,9695,0,2831,20,288,14.4,288,0,0,25194,20865.78,33194.54,253.44,54313.76
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,11/01/2017,692,536,0,156,19,10223,538.05,7913,0,2310,19,10512,553.26,8136,0,2376,13,266,20.46,266,0,0,21001,17231.17,27856.8,234.08,45322.05
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,12/01/2017,691,535,0,156,17,8628,507.53,6678,0,1950,17,8778,516.35,6794,0,1984,12,136,11.33,136,0,0,17542,14542.02,23261.9,119.68,37923.6
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,01/01/2018,688,533,0,155,18,10087,560.39,7807,0,2280,19,10424,548.63,8068,0,2356,17,347,20.41,347,0,0,20858,17000.63,27623.92,305.36,44929.91
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,02/01/2018,685,530,0,155,22,11148,506.73,8629,0,2519,18,11381,632.28,8809,0,2572,18,418,23.22,418,0,0,22947,18790.31,30160.87,367.84,49319.02
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,03/01/2018,682,528,0,154,17,9368,551.06,7251,0,2117,15,9583,638.87,7417,0,2166,15,420,28.0,420,0,0,19371,15789.69,25395.01,369.6,41554.3
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,04/01/2018,682,528,0,154,25,13155,526.2,10182,0,2973,24,13243,551.79,10250,0,2993,21,739,35.19,739,0,0,27137,22172.28,35094.77,650.32,57917.37
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,05/01/2018,681,527,0,154,25,13656,546.24,10570,0,3086,24,13813,575.54,10691,0,3122,22,307,13.95,307,0,0,27776,23017.1,36604.79,270.16,59892.05
2017-2018,HIDALGO,1,5,11,IDEA McAllen College Preparatory,HIDALGO,06/01/2018,680,526,0,154,1,586,586.0,454,0,132,1,620,620.0,480,0,140,0,0,0.0,0,0,0,1206,988.46,1643.4,0.0,2631.86
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,08/01/2017,699,541,0,158,13,5736,441.23,4440,0,1296,13,7009,539.15,5425,0,1584,0,0,0.0,0,0,0,12745,9668.4,18574.51,0.0,28242.91
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,09/01/2017,696,539,0,157,20,9779,488.95,7569,0,2210,20,10935,546.75,8464,0,2471,0,0,0.0,0,0,0,20714,16482.21,28979.53,0.0,45461.74
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,10/01/2017,694,537,0,157,20,11597,579.85,8976,0,2621,20,10982,549.1,8500,0,2482,6,487,81.17,487,0,0,23066,19546.14,29102.98,428.56,49077.68
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,11/01/2017,696,539,0,157,17,9644,567.29,7464,0,2180,17,9493,558.41,7348,0,2145,12,805,67.08,805,0,0,19942,16253.76,25158.43,708.4,42120.59
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,12/01/2017,693,536,0,157,14,7571,540.79,5860,0,1711,14,7693,549.5,5954,0,1739,9,531,59.0,531,0,0,15795,12760.7,20385.95,467.28,33613.93
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,01/01/2018,688,533,0,155,17,8896,523.29,6886,0,2010,17,8509,500.53,6586,0,1923,12,264,22.0,264,0,0,17669,14994.74,22549.63,232.32,37776.69
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,02/01/2018,683,529,0,154,19,10988,578.32,8505,0,2483,19,9254,487.05,7163,0,2091,13,481,37.0,481,0,0,20723,18520.35,24525.02,423.28,43468.65
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,03/01/2018,683,529,0,154,17,9107,535.71,7049,0,2058,17,7877,463.35,6097,0,1780,10,146,14.6,146,0,0,17130,15349.81,20875.27,128.48,36353.56
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,04/01/2018,680,526,0,154,21,12318,586.57,9534,0,2784,21,11270,536.67,8723,0,2547,16,428,26.75,428,0,0,24016,20761.26,29866.46,376.64,51004.36
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,05/01/2018,680,526,0,154,23,12605,548.04,9756,0,2849,23,11276,490.26,8728,0,2548,12,160,13.33,160,0,0,24041,21244.74,29883.4,140.8,51268.94
2017-2018,HIDALGO,1,5,12,IDEA Brownsville College Peparatory,CAMERON,06/01/2018,680,526,0,154,1,282,282.0,218,0,64,1,274,274.0,212,0,62,0,0,0.0,0,0,0,556,474.82,725.9,0.0,1200.72
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,08/01/2017,929,929,0,0,14,6113,436.64,6113,0,0,14,6442,460.14,6442,0,0,0,0,0.0,0,0,0,12555,12776.17,21323.02,0.0,34099.19
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,09/01/2017,489,489,0,0,20,8677,433.85,8677,0,0,20,9005,450.25,9005,0,0,7,170,24.29,170,0,0,17852,18134.93,29806.55,149.6,48091.08
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,10/01/2017,487,487,0,0,22,8783,399.23,8783,0,0,22,9112,414.18,9112,0,0,11,183,16.64,183,0,0,18078,18356.47,30160.72,161.04,48678.23
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,11/01/2017,486,486,0,0,19,7175,377.63,7175,0,0,19,7370,387.89,7370,0,0,5,62,12.4,62,0,0,14607,14995.75,24394.7,54.56,39445.01
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,12/01/2017,485,485,0,0,15,5900,393.33,5900,0,0,15,6048,403.2,6048,0,0,3,29,9.67,29,0,0,11977,12331.0,20018.88,25.52,32375.4
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,01/01/2018,482,482,0,0,17,7143,420.18,7143,0,0,17,7433,437.24,7433,0,0,9,137,15.22,137,0,0,14713,14928.87,24603.23,120.56,39652.66
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,02/01/2018,481,481,0,0,19,7709,405.74,7709,0,0,18,7405,411.39,7405,0,0,13,136,10.46,136,0,0,15250,16111.81,24510.55,119.68,40742.04
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,03/01/2018,479,479,0,0,15,6657,443.8,6657,0,0,15,6555,437.0,6555,0,0,12,86,7.17,86,0,0,13298,13913.13,21697.05,75.68,35685.86
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,04/01/2018,478,478,0,0,21,9339,444.71,9339,0,0,21,9200,438.1,9200,0,0,12,311,25.92,311,0,0,18850,19518.51,30452.0,273.68,50244.19
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,05/01/2018,478,478,0,0,23,10027,435.96,10027,0,0,23,9541,414.83,9541,0,0,4,34,8.5,34,0,0,19602,20956.43,31580.71,29.92,52567.06
2017-2018,HIDALGO,1,5,13,IDEA WESLACO PIKE COLLEGE PREPARATORY,HIDALGO,06/01/2018,477,477,0,0,1,374,374.0,374,0,0,1,398,398.0,398,0,0,0,0,0.0,0,0,0,772,781.66,1317.38,0.0,2099.04
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,08/01/2017,364,364,0,0,13,4297,330.54,4297,0,0,13,4483,344.85,4483,0,0,0,0,0.0,0,0,0,8780,8980.73,14838.73,0.0,23819.46
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,09/01/2017,363,363,0,0,20,6892,344.6,6892,0,0,20,6846,342.3,6846,0,0,0,0,0.0,0,0,0,13738,14404.28,22660.26,0.0,37064.54
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,10/01/2017,361,361,0,0,22,6821,310.05,6821,0,0,22,6730,305.91,6730,0,0,0,0,0.0,0,0,0,13551,14255.89,22276.3,0.0,36532.19
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,11/01/2017,360,360,0,0,19,5688,299.37,5688,0,0,19,5698,299.89,5698,0,0,0,0,0.0,0,0,0,11386,11887.92,18860.38,0.0,30748.3
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,12/01/2017,360,360,0,0,15,4562,304.13,4562,0,0,15,4510,300.67,4510,0,0,0,0,0.0,0,0,0,9072,9534.58,14928.1,0.0,24462.68
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,01/01/2018,358,358,0,0,18,5244,291.33,5244,0,0,18,5650,313.89,5650,0,0,0,0,0.0,0,0,0,10894,10959.96,18701.5,0.0,29661.46
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,02/01/2018,358,358,0,0,20,5872,293.6,5872,0,0,20,6062,303.1,6062,0,0,0,0,0.0,0,0,0,11934,12272.48,20065.22,0.0,32337.7
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,03/01/2018,356,356,0,0,16,4699,293.69,4699,0,0,16,4794,299.63,4794,0,0,0,0,0.0,0,0,0,9493,9820.91,15868.14,0.0,25689.05
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,04/01/2018,354,354,0,0,21,6811,324.33,6811,0,0,21,6798,323.71,6798,0,0,0,0,0.0,0,0,0,13609,14234.99,22501.38,0.0,36736.37
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,05/01/2018,354,354,0,0,23,7236,314.61,7236,0,0,23,7192,312.7,7192,0,0,0,0,0.0,0,0,0,14428,15123.24,23805.52,0.0,38928.76
2017-2018,HIDALGO,1,5,14,IDEA RIVERVIEW COLLEGE PREP,CAMERON,06/01/2018,354,354,0,0,1,309,309.0,309,0,0,1,339,339.0,339,0,0,0,0,0.0,0,0,0,648,645.81,1122.09,0.0,1767.9
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,08/01/2017,382,382,0,0,14,4179,298.5,4179,0,0,14,4987,356.21,4987,0,0,0,0,0.0,0,0,0,9166,8734.11,16506.97,0.0,25241.08
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,09/01/2017,379,379,0,0,22,6386,290.27,6386,0,0,22,7294,331.55,7294,0,0,0,0,0.0,0,0,0,13680,13346.74,24143.14,0.0,37489.88
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,10/01/2017,376,376,0,0,22,6325,287.5,6325,0,0,22,7261,330.05,7261,0,0,0,0,0.0,0,0,0,13586,13219.25,24033.91,0.0,37253.16
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,11/01/2017,376,376,0,0,18,5251,291.72,5251,0,0,18,6131,340.61,6131,0,0,0,0,0.0,0,0,0,11382,10974.59,20293.61,0.0,31268.2
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,12/01/2017,373,373,0,0,17,4893,287.82,4893,0,0,17,4869,286.41,4869,0,0,0,0,0.0,0,0,0,9762,10226.37,16116.39,0.0,26342.76
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,01/01/2018,373,373,0,0,19,5650,297.37,5650,0,0,19,6006,316.11,6006,0,0,0,0,0.0,0,0,0,11656,11808.5,19879.86,0.0,31688.36
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,02/01/2018,372,372,0,0,20,6181,309.05,6181,0,0,20,6444,322.2,6444,0,0,0,0,0.0,0,0,0,12625,12918.29,21329.64,0.0,34247.93
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,03/01/2018,371,371,0,0,17,5176,304.47,5176,0,0,17,5330,313.53,5330,0,0,0,0,0.0,0,0,0,10506,10817.84,17642.3,0.0,28460.14
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,04/01/2018,370,370,0,0,24,7187,299.46,7187,0,0,24,7399,308.29,7399,0,0,0,0,0.0,0,0,0,14586,15020.83,24490.69,0.0,39511.52
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,05/01/2018,370,370,0,0,25,7834,313.36,7834,0,0,25,7998,319.92,7998,0,0,0,0,0.0,0,0,0,15832,16373.06,26473.38,0.0,42846.44
2017-2018,HIDALGO,1,5,15,IDEA NORTH MISSION COLLEGE PREP,HIDALGO,06/01/2018,369,369,0,0,1,352,352.0,352,0,0,1,366,366.0,366,0,0,0,0,0.0,0,0,0,718,735.68,1211.46,0.0,1947.14
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,08/01/2017,105,87,7,11,14,1166,83.29,970,73,123,14,1308,93.43,1074,85,149,0,0,0.0,0,0,0,2474,1840.25,3860.4,0.0,5700.65
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,09/01/2017,103,86,7,10,20,1543,77.15,1344,63,136,20,1902,95.1,1610,113,179,0,0,0.0,0,0,0,3445,2484.15,5727.74,0.0,8211.89
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,10/01/2017,103,86,7,10,20,1546,77.3,1324,71,151,20,1841,92.05,1535,128,178,0,0,0.0,0,0,0,3387,2465.25,5522.75,0.0,7988.0
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,11/01/2017,103,86,7,10,17,1505,88.53,1265,95,145,17,1659,97.59,1385,115,159,0,0,0.0,0,0,0,3164,2395.0,4981.01,0.0,7376.01
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,12/01/2017,103,86,7,10,14,1237,88.36,1049,70,118,14,1333,95.21,1113,92,128,0,0,0.0,0,0,0,2570,1972.65,4001.67,0.0,5974.32
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,01/01/2018,102,86,7,9,17,1551,91.24,1307,103,141,17,1602,94.24,1339,117,146,0,0,0.0,0,0,0,3153,2478.9,4829.5,0.0,7308.4
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,02/01/2018,98,83,7,8,18,1666,92.56,1413,119,134,18,1656,92.0,1411,116,129,0,0,0.0,0,0,0,3322,2685.5,5058.28,0.0,7743.78
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,03/01/2018,98,84,7,7,15,1400,93.33,1195,101,104,15,1390,92.67,1194,99,97,0,0,0.0,0,0,0,2790,2268.9,4278.06,0.0,6546.96
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,04/01/2018,97,83,7,7,25,1995,79.8,1720,131,144,21,1910,90.95,1635,141,134,0,0,0.0,0,0,0,3905,3243.15,5874.42,0.0,9117.57
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,05/01/2018,96,83,7,6,25,2063,82.52,1774,148,141,23,2024,88.0,1739,150,135,0,0,0.0,0,0,0,4087,3361.4,6245.24,0.0,9606.64
2017-2018,HIDALGO,1,5,16,IDEA Rio Grande City College Preparatory,STARR,06/01/2018,96,83,7,6,1,65,65.0,55,6,4,1,63,63.0,55,5,3,0,0,0.0,0,0,0,128,106.15,197.77,0.0,303.92
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,08/01/2017,122,88,13,21,14,1634,116.71,1200,153,281,14,1555,111.07,1156,149,250,6,277,46.17,277,0,0,3466,2406.15,4357.45,243.76,7007.36
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,09/01/2017,123,88,13,22,20,2379,118.95,1732,254,393,20,2311,115.55,1716,249,346,18,877,48.72,877,0,0,5567,3517.2,6539.49,771.76,10828.45
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,10/01/2017,123,88,13,22,20,2382,119.1,1693,256,433,20,2392,119.6,1724,258,410,20,766,38.3,766,0,0,5540,3463.85,6617.12,674.08,10755.05
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,11/01/2017,123,87,13,23,17,1972,116.0,1401,208,363,17,1972,116.0,1413,210,349,16,508,31.75,508,0,0,4452,2862.25,5424.24,447.04,8733.53
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,12/01/2017,123,89,10,24,14,1625,116.07,1176,131,318,14,1622,115.86,1191,132,299,13,444,34.15,444,0,0,3691,2343.35,4442.94,390.72,7177.01
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,01/01/2018,122,89,10,23,18,1936,107.56,1428,163,345,18,1967,109.28,1480,165,322,17,440,25.88,440,0,0,4343,2838.85,5504.53,387.2,8730.58
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,02/01/2018,122,93,9,20,20,2077,103.85,1572,154,351,20,2105,105.25,1629,153,323,18,514,28.56,514,0,0,4696,3079.6,5963.19,452.32,9495.11
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,03/01/2018,120,91,9,20,16,1733,108.31,1319,127,287,16,1762,110.13,1349,133,280,15,498,33.2,498,0,0,3993,2578.5,4961.42,438.24,7978.16
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,04/01/2018,119,91,9,19,24,2489,103.71,1920,179,390,24,2522,105.08,1971,186,365,21,752,35.81,752,0,0,5763,3736.55,7207.62,661.76,11605.93
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,05/01/2018,119,91,9,19,25,2589,103.56,1986,194,409,25,2602,104.08,2015,196,391,15,325,21.67,325,0,0,5516,3879.5,7392.5,286.0,11558.0
2017-2018,HIDALGO,1,5,17,IDEA Tres Lagos College Preparatory,HIDALGO,06/01/2018,119,91,9,19,1,107,107.0,82,8,17,1,106,106.0,82,7,17,0,0,0.0,0,0,0,213,160.2,298.42,0.0,458.62
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,08/01/2017,102,79,0,23,4,370,92.5,286,0,84,4,406,101.5,314,0,92,0,0,0.0,0,0,0,776,525.7,1075.22,0.0,1600.92
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,09/01/2017,103,80,0,23,20,1989,99.45,1539,0,450,20,1989,99.45,1539,0,450,7,708,101.14,708,0,0,4686,2828.25,5269.59,623.04,8720.88
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,10/01/2017,102,79,0,23,20,1928,96.4,1492,0,436,20,1963,98.15,1519,0,444,17,1624,95.53,1624,0,0,5515,2741.8,5201.05,1429.12,9371.97
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,11/01/2017,102,79,0,23,17,1597,93.94,1236,0,361,17,1646,96.82,1274,0,372,14,1410,100.71,1410,0,0,4653,2271.3,4362.02,1240.8,7874.12
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,12/01/2017,102,79,0,23,14,1230,87.86,952,0,278,14,1248,89.14,966,0,282,5,462,92.4,462,0,0,2940,1749.4,3307.44,406.56,5463.4
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,01/01/2018,106,82,0,24,16,1514,94.63,1172,0,342,16,1541,96.31,1193,0,348,7,561,80.14,561,0,0,3616,2153.6,4084.55,493.68,6731.83
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,02/01/2018,106,82,0,24,17,1609,94.65,1245,0,364,17,1677,98.65,1298,0,379,6,583,97.17,583,0,0,3869,2287.95,4444.19,513.04,7245.18
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,03/01/2018,106,82,0,24,15,1310,87.33,1014,0,296,15,1396,93.07,1081,0,315,0,0,0.0,0,0,0,2706,1863.3,3700.96,0.0,5564.26
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,04/01/2018,107,83,0,24,21,2005,95.48,1552,0,453,21,2065,98.33,1598,0,467,0,0,0.0,0,0,0,4070,2851.9,5471.51,0.0,8323.41
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,05/01/2018,107,83,0,24,23,2089,90.83,1617,0,472,21,2000,95.24,1548,0,452,0,0,0.0,0,0,0,4089,2971.35,5300.16,0.0,8271.51
2017-2018,HIDALGO,1,5,18,IDEA TOROS COLLEGE PREPARATORY,HIDALGO,06/01/2018,107,83,0,24,1,56,56.0,43,0,13,0,0,0.0,0,0,0,0,0,0.0,0,0,0,56,79.15,0.0,0.0,79.15
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,08/01/2017,520,520,0,0,14,6211,443.64,6211,0,0,14,6453,460.93,6453,0,0,0,0,0.0,0,0,0,12664,12980.99,21359.43,0.0,34340.42
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,09/01/2017,510,510,0,0,20,9559,477.95,9559,0,0,20,9339,466.95,9339,0,0,0,0,0.0,0,0,0,18898,19978.31,30912.09,0.0,50890.4
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,10/01/2017,505,505,0,0,23,9011,391.78,9011,0,0,23,8612,374.43,8612,0,0,0,0,0.0,0,0,0,17623,18832.99,28505.72,0.0,47338.71
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,11/01/2017,504,504,0,0,19,7491,394.26,7491,0,0,19,7545,397.11,7545,0,0,0,0,0.0,0,0,0,15036,15656.19,24973.95,0.0,40630.14
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,12/01/2017,499,499,0,0,18,6250,347.22,6250,0,0,18,6796,377.56,6796,0,0,0,0,0.0,0,0,0,13046,13062.5,22494.76,0.0,35557.26
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,01/01/2018,495,495,0,0,18,6580,365.56,6580,0,0,18,7176,398.67,7176,0,0,0,0,0.0,0,0,0,13756,13752.2,23752.56,0.0,37504.76
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,02/01/2018,490,490,0,0,23,7722,335.74,7722,0,0,23,8212,357.04,8212,0,0,0,0,0.0,0,0,0,15934,16138.98,27181.72,0.0,43320.7
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,03/01/2018,484,484,0,0,17,5966,350.94,5966,0,0,17,6214,365.53,6214,0,0,0,0,0.0,0,0,0,12180,12468.94,20568.34,0.0,33037.28
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,04/01/2018,481,481,0,0,22,8871,403.23,8871,0,0,22,9064,412.0,9064,0,0,0,0,0.0,0,0,0,17935,18540.39,30001.84,0.0,48542.23
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,05/01/2018,478,478,0,0,22,9982,453.73,9982,0,0,22,10261,466.41,10261,0,0,0,0,0.0,0,0,0,20243,20862.38,33963.91,0.0,54826.29
2017-2018,HIDALGO,1,5,20,IDEA Carver College PreparatoRY,BEXAR,06/01/2018,477,477,0,0,1,472,472.0,472,0,0,1,475,475.0,475,0,0,0,0,0.0,0,0,0,947,986.48,1572.25,0.0,2558.73
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,08/01/2017,599,464,0,135,14,7076,505.43,5477,0,1599,14,6995,499.64,5414,0,1581,0,0,0.0,0,0,0,14071,11926.63,18536.93,0.0,30463.56
2017-2018,HIDALGO,1,5,21,IDEA South Flores College Prep,BEXAR,09/01/2017,601,465,0,136,20,10183,509.15,7882,0,2301,20,10471,523.55,8105,0,2366,0,0,0.0,0,0,0,20654,17163.68,27750.29,0.0,44913.97
